ID,Term at Admission (Category),Total Max Term,Gender,County,Race/Ethnicity,Age
7827,3-5 Years,5Y,M,MIDDLESEX,WH,33
7828,3-5 Years,5Y,M,SOMERSET,BL,23
7829,6-10 Years,10Y,M,CAMDEN,BL,69
7830,6-10 Years,10Y,M,ESSEX,BL,24
7832,21+ Years,24Y,M,UNION,BL,26
7833,15-20 Years,20Y,M,SUSSEX,BL,37
7834,21+ Years,LIFE,M,MIDDLESEX,OA,55
7835,6-10 Years,8Y,M,MONMOUTH,BL,49
7836,6-10 Years,8Y,F,SOMERSET,WH,49
7837,21+ Years,35Y,M,BERGEN,WH,28
7838,21+ Years,30Y,M,MIDDLESEX,WH,36
7839,3-5 Years,3Y,M,ATLANTIC,WH,48
7840,3-5 Years,5Y,M,BURLINGTON,BL,28
7841,3-5 Years,4Y,M,CUMBERLAND,HS,33
7842,11-14 Years,13Y,M,MIDDLESEX,BL,28
7843,15-20 Years,16Y 6M,M,ATLANTIC,HS,53
7844,3-5 Years,5Y,M,ESSEX,BL,26
7845,11-14 Years,14Y,M,CAPE MAY,BL,25
7846,3-5 Years,4Y 10M 27D,M,ESSEX,BL,52
7847,3-5 Years,5Y,M,ESSEX,BL,22
7848,3-5 Years,5Y,M,CAMDEN,BL,25
7849,11-14 Years,11Y,M,UNION,HW,50
7850,15-20 Years,17Y,M,CUMBERLAND,HS,31
7851,15-20 Years,20Y,M,ATLANTIC,BL,30
7852,21+ Years,45Y,M,BERGEN,WH,29
7853,3-5 Years,5Y,M,SALEM,BL,28
7854,15-20 Years,20Y,F,HUDSON,BL,31
7855,3-5 Years,5Y,M,MIDDLESEX,BL,28
7856,21+ Years,45Y,M,OCEAN,HS,50
7857,6-10 Years,7Y,F,CAPE MAY,WH,41
7858,15-20 Years,20Y,M,PASSAIC,HS,40
7859,3-5 Years,5Y,M,MERCER,BL,26
7860,6-10 Years,8Y,M,CAMDEN,WH,35
7861,3-5 Years,5Y,M,ATLANTIC,WH,27
7862,21+ Years,LIFE,M,ESSEX,BL,51
7863,3-5 Years,5Y,M,ESSEX,HS,24
7865,15-20 Years,20Y,M,UNION,BL,38
7866,15-20 Years,19Y,M,SALEM,BL,38
7867,6-10 Years,9Y,M,CAPE MAY,HS,35
7868,3-5 Years,5Y,M,PASSAIC,BL,38
7869,21+ Years,35Y,M,CAPE MAY,HS,33
7870,21+ Years,LIFE,M,ESSEX,BL,38
7871,21+ Years,30Y,M,MONMOUTH,HB,37
7872,3-5 Years,5Y,M,MERCER,BL,35
7873,21+ Years,25Y,M,UNION,BL,36
7874,21+ Years,65Y,M,ATLANTIC,BL,34
7875,15-20 Years,18Y,M,ATLANTIC,BL,31
7876,15-20 Years,15Y,M,HUDSON,BL,23
7877,21+ Years,30Y,M,ATLANTIC,WH,49
7878,11-14 Years,12Y,M,PASSAIC,BL,36
7879,3-5 Years,3Y,M,UNION,BL,24
7880,11-14 Years,14Y,M,ESSEX,BL,26
7881,11-14 Years,12Y,M,SOMERSET,BL,38
7882,3-5 Years,5Y,M,ATLANTIC,BL,56
7883,21+ Years,LIFE,M,ESSEX,BL,49
7884,6-10 Years,10Y,M,BERGEN,BL,40
7885,6-10 Years,6Y,M,UNION,BL,22
7886,21+ Years,LIFE,M,ESSEX,BL,47
7887,3-5 Years,3Y,M,BERGEN,WH,28
7888,15-20 Years,18Y,M,MERCER,BL,43
7889,21+ Years,LIFE,M,ESSEX,BL,55
7890,15-20 Years,17Y,M,CUMBERLAND,BL,40
7891,3-5 Years,5Y,M,CUMBERLAND,BL,23
7892,6-10 Years,7Y,M,UNION,BL,30
7893,3-5 Years,5Y,M,UNION,BL,33
7894,1-2 Years,1Y 2M,M,BERGEN,HS,37
7895,21+ Years,30Y,M,CUMBERLAND,BL,49
7896,6-10 Years,8Y,M,ATLANTIC,BL,30
7897,6-10 Years,10Y,M,BERGEN,HS,23
7898,6-10 Years,8Y,M,ATLANTIC,BL,33
7899,3-5 Years,5Y,M,ATLANTIC,BL,23
7900,6-10 Years,7Y,M,MIDDLESEX,HS,27
7901,6-10 Years,6Y,M,CAPE MAY,WH,25
7902,21+ Years,45Y,M,MONMOUTH,BL,28
7903,6-10 Years,8Y,M,CUMBERLAND,BL,23
7904,6-10 Years,7Y,M,ESSEX,BL,35
7905,21+ Years,40Y,M,OCEAN,WH,36
7906,21+ Years,41Y 1M 17D,M,ESSEX,BL,33
7907,3-5 Years,5Y,M,CUMBERLAND,BL,34
7908,15-20 Years,20Y,M,BURLINGTON,BL,35
7909,6-10 Years,6Y,M,ESSEX,BL,36
7910,1-2 Years,2Y 7M 29D,M,ESSEX,BL,36
7911,21+ Years,22Y,M,ESSEX,BL,36
7912,6-10 Years,8Y,M,SOMERSET,WH,33
7913,21+ Years,25Y,M,ESSEX,HS,60
7914,21+ Years,24Y,M,CAMDEN,BL,39
7915,21+ Years,LIFE,F,ATLANTIC,WH,53
7916,3-5 Years,4Y,M,PASSAIC,HS,36
7917,15-20 Years,15Y,M,MERCER,BL,33
7918,1-2 Years,1Y 2M 9D,M,MONMOUTH,BL,26
7919,6-10 Years,8Y 1M 22D,M,BERGEN,BL,28
7920,3-5 Years,5Y,M,BURLINGTON,BL,23
7921,15-20 Years,15Y,M,BERGEN,WH,26
7922,21+ Years,36Y,M,UNION,BL,29
7923,1-2 Years,2Y 4M 13D,M,GLOUCESTER,BL,30
7924,21+ Years,50Y,M,UNION,WH,49
7925,3-5 Years,3Y 6M,M,ESSEX,HS,36
7926,6-10 Years,10Y,M,MERCER,BL,30
7927,3-5 Years,4Y,F,CUMBERLAND,BL,40
7928,6-10 Years,10Y,M,CUMBERLAND,WH,32
7929,3-5 Years,5Y,M,ESSEX,WH,25
7930,3-5 Years,5Y,M,HUNTERDON,BL,42
7931,6-10 Years,6Y,M,OCEAN,HS,27
7932,3-5 Years,5Y,M,MORRIS,WH,40
7933,3-5 Years,4Y,M,PASSAIC,BL,40
7934,21+ Years,30Y,M,ESSEX,BL,50
7935,21+ Years,30Y,M,OCEAN,BL,44
7936,3-5 Years,4Y,M,MIDDLESEX,WH,25
7937,21+ Years,50Y,M,BURLINGTON,WH,38
7938,21+ Years,26Y,M,MIDDLESEX,HS,53
7939,6-10 Years,7Y,M,BERGEN,WH,25
7940,6-10 Years,7Y,M,ATLANTIC,BL,43
7941,15-20 Years,17Y 4M 1D,M,ESSEX,HS,32
7942,21+ Years,105Y,M,ESSEX,BL,33
7943,21+ Years,21Y,M,CAMDEN,BL,51
7944,15-20 Years,19Y,M,PASSAIC,HS,34
7945,11-14 Years,14Y,M,ESSEX,BL,28
7946,21+ Years,30Y,M,MONMOUTH,BL,33
7947,6-10 Years,7Y,M,CUMBERLAND,WH,66
7948,6-10 Years,7Y,M,ESSEX,WH,31
7949,11-14 Years,11Y,M,MONMOUTH,BL,35
7950,21+ Years,30Y,M,MIDDLESEX,WH,37
7951,6-10 Years,6Y,M,UNION,BL,34
7952,6-10 Years,10Y,M,MIDDLESEX,WH,35
7953,3-5 Years,5Y,M,ATLANTIC,BL,35
7954,3-5 Years,4Y,M,MIDDLESEX,HS,28
7955,6-10 Years,10Y,M,MONMOUTH,BL,37
7956,6-10 Years,7Y,M,MIDDLESEX,WH,42
7957,3-5 Years,4Y,M,MIDDLESEX,HS,48
7958,11-14 Years,12Y,M,PASSAIC,BL,34
7959,6-10 Years,7Y,M,CAMDEN,BL,29
7960,3-5 Years,3Y,M,CAMDEN,HS,23
7961,21+ Years,30Y,M,CUMBERLAND,BL,28
7962,11-14 Years,13Y,M,MIDDLESEX,HW,36
7963,3-5 Years,5Y,M,GLOUCESTER,WH,25
7964,21+ Years,30Y,M,HUDSON,BL,34
7965,21+ Years,35Y,M,ESSEX,BL,34
7966,3-5 Years,4Y 7M 30D,M,CAMDEN,HS,26
7967,6-10 Years,7Y,M,WARREN,WH,52
7968,6-10 Years,10Y 6M 5D,M,CUMBERLAND,BL,22
7969,3-5 Years,4Y,M,CAMDEN,BL,25
7970,21+ Years,25Y,M,MIDDLESEX,WH,34
7971,6-10 Years,8Y,M,CAMDEN,HS,23
7972,3-5 Years,5Y,M,PASSAIC,BL,38
7973,11-14 Years,12Y,M,ATLANTIC,BL,33
7974,15-20 Years,15Y,M,ESSEX,BL,25
7975,21+ Years,30Y,M,HUDSON,HS,32
7976,6-10 Years,6Y 3M,M,SUSSEX,WH,33
7977,1-2 Years,2Y 11M 20D,M,ATLANTIC,BL,49
7978,15-20 Years,16Y,M,HUDSON,BL,24
7979,15-20 Years,15Y,M,ESSEX,BL,25
7980,21+ Years,LIFE,M,ESSEX,BL,65
7981,6-10 Years,9Y,M,UNION,WH,26
7982,3-5 Years,3Y,M,HUDSON,WH,28
7983,6-10 Years,7Y,M,CAMDEN,HS,37
7984,3-5 Years,5Y,M,MONMOUTH,WH,24
7985,3-5 Years,5Y,M,BERGEN,WH,34
7986,21+ Years,40Y,M,SUSSEX,WH,63
7987,21+ Years,30Y,M,CUMBERLAND,WH,49
7988,21+ Years,30Y,F,HUDSON,WH,34
7989,15-20 Years,15Y,M,BERGEN,BL,47
7990,21+ Years,LIFE,M,ATLANTIC,BL,58
7991,3-5 Years,5Y,M,HUDSON,BL,39
7992,6-10 Years,8Y,M,UNION,BL,30
7993,15-20 Years,16Y,M,MONMOUTH,BL,27
7994,15-20 Years,18Y,M,MONMOUTH,BL,28
7996,6-10 Years,6Y,M,ESSEX,BL,31
7997,3-5 Years,3Y 5M 29D,M,MIDDLESEX,BL,28
7998,15-20 Years,18Y,M,HUDSON,BL,22
7999,21+ Years,50Y,M,ATLANTIC,BL,29
8000,3-5 Years,4Y,M,UNION,WH,37
8001,1-2 Years,1Y 8M 9D,M,ESSEX,BL,34
8002,3-5 Years,5Y,M,WARREN,WH,23
8003,15-20 Years,18Y,M,ESSEX,BL,29
8004,15-20 Years,17Y,M,UNION,BL,31
8005,3-5 Years,3Y,M,CAMDEN,HS,68
8006,21+ Years,LIFE,M,ATLANTIC,BL,49
8007,6-10 Years,9Y,M,MIDDLESEX,HW,38
8008,6-10 Years,10Y,M,CAMDEN,BL,35
8009,21+ Years,LIFE,M,ESSEX,HS,64
8010,11-14 Years,12Y,M,PASSAIC,HS,29
8011,21+ Years,55Y,M,MERCER,BL,33
8012,6-10 Years,8Y,M,CAMDEN,WH,38
8013,15-20 Years,15Y,M,UNION,BL,25
8014,6-10 Years,6Y,M,UNION,HS,36
8015,6-10 Years,8Y 2M 2D,M,CAMDEN,WH,34
8016,3-5 Years,5Y,M,BURLINGTON,BL,21
8018,6-10 Years,7Y,M,CUMBERLAND,BL,38
8019,15-20 Years,17Y,M,ESSEX,BL,27
8020,21+ Years,LIFE,M,MIDDLESEX,BL,49
8021,21+ Years,34Y,M,MIDDLESEX,BL,50
8022,21+ Years,30Y,M,ESSEX,BL,51
8023,3-5 Years,4Y 1M 17D,M,MONMOUTH,BL,27
8024,3-5 Years,5Y,M,PASSAIC,WH,26
8025,11-14 Years,12Y,M,ESSEX,HS,27
8026,11-14 Years,14Y,M,MIDDLESEX,BL,29
8027,11-14 Years,14Y,M,BERGEN,BL,44
8028,11-14 Years,14Y,M,BERGEN,BL,45
8029,6-10 Years,10Y,M,MIDDLESEX,HS,36
8030,3-5 Years,5Y,F,GLOUCESTER,BL,25
8031,11-14 Years,11Y,M,MIDDLESEX,WH,49
8032,21+ Years,LIFE4,M,ESSEX,BL,49
8033,3-5 Years,3Y 6M 10D,M,MONMOUTH,BL,35
8034,3-5 Years,5Y,M,ESSEX,BL,34
8035,1-2 Years,1Y 4M,M,CUMBERLAND,WH,50
8036,21+ Years,35Y,M,OCEAN,BL,57
8037,3-5 Years,5Y,M,UNION,BL,26
8038,3-5 Years,3Y 6M,M,ESSEX,BL,22
8039,1-2 Years,1Y 1M 7D,F,ATLANTIC,WH,28
8040,21+ Years,67Y,M,ESSEX,BL,29
8041,3-5 Years,4Y,M,MERCER,HS,37
8042,1-2 Years,2Y 8M 7D,M,ATLANTIC,BL,35
8043,6-10 Years,7Y,M,PASSAIC,BL,22
8044,21+ Years,30Y,M,MERCER,BL,48
8045,3-5 Years,5Y,M,CUMBERLAND,HS,48
8046,3-5 Years,5Y,M,ATLANTIC,WH,27
8047,3-5 Years,5Y,M,ATLANTIC,BL,34
8048,21+ Years,21Y,M,MIDDLESEX,WH,24
8049,15-20 Years,16Y,M,HUDSON,BL,28
8050,21+ Years,44Y,M,HUDSON,BL,29
8051,1-2 Years,2Y 3M 15D,M,ESSEX,BL,29
8052,15-20 Years,15Y,M,MONMOUTH,WH,51
8053,15-20 Years,20Y,M,HUDSON,BL,35
8054,6-10 Years,9Y,M,PASSAIC,BL,34
8055,3-5 Years,4Y,M,CAMDEN,BL,26
8056,15-20 Years,20Y,M,ESSEX,BL,29
8057,21+ Years,LIFE3,M,CUMBERLAND,BL,38
8058,3-5 Years,5Y,M,ATLANTIC,WH,36
8059,6-10 Years,10Y,M,MONMOUTH,BL,33
8060,11-14 Years,11Y,M,GLOUCESTER,BL,35
8061,15-20 Years,20Y,M,MONMOUTH,HS,44
8062,11-14 Years,12Y,M,UNION,HS,37
8063,3-5 Years,4Y,M,MONMOUTH,BL,21
8064,1-2 Years,2Y 24D,M,PASSAIC,BL,54
8065,6-10 Years,10Y,M,ESSEX,BL,27
8066,21+ Years,40Y,M,UNION,HS,51
8067,3-5 Years,5Y,M,MERCER,OA,47
8068,6-10 Years,9Y,M,MONMOUTH,BL,42
8069,11-14 Years,14Y,M,MONMOUTH,HS,44
8070,21+ Years,LIFE,M,OCEAN,BL,49
8071,6-10 Years,6Y,M,MONMOUTH,BL,23
8072,21+ Years,27Y,M,MIDDLESEX,BL,35
8073,3-5 Years,3Y,M,HUDSON,WH,25
8074,3-5 Years,3Y 6M,M,ATLANTIC,HS,37
8075,21+ Years,60Y,M,CAMDEN,HS,33
8076,6-10 Years,8Y,M,ESSEX,BL,49
8077,21+ Years,50Y,M,ESSEX,BL,49
8078,6-10 Years,7Y,M,CAMDEN,BL,21
8079,6-10 Years,6Y,M,MORRIS,HS,28
8080,3-5 Years,5Y,M,SALEM,BL,29
8081,21+ Years,75Y,M,CAMDEN,WH,30
8082,1-2 Years,2Y 1M,M,ESSEX,BL,30
8083,21+ Years,39Y,M,MERCER,BL,30
8084,6-10 Years,7Y,M,MERCER,BL,31
8085,11-14 Years,12Y,M,SOMERSET,HS,37
8086,3-5 Years,4Y,M,PASSAIC,HS,19
8087,6-10 Years,7Y,M,PASSAIC,HS,37
8088,15-20 Years,20Y,M,CAMDEN,WH,43
8089,15-20 Years,19Y,M,ATLANTIC,WH,39
8090,3-5 Years,3Y 10M 2D,M,ATLANTIC,BL,31
8091,15-20 Years,19Y,M,CAMDEN,BL,34
8092,6-10 Years,10Y,M,SOMERSET,WH,29
8093,15-20 Years,18Y,M,PASSAIC,HS,28
8094,21+ Years,LIFE,M,HUDSON,WH,63
8095,3-5 Years,5Y,M,OCEAN,HS,46
8096,21+ Years,30Y,M,BERGEN,WH,40
8097,3-5 Years,5Y,M,MERCER,WH,21
8098,15-20 Years,15Y,M,ESSEX,BL,30
8099,21+ Years,30Y,M,OCEAN,WH,49
8100,6-10 Years,8Y,M,MONMOUTH,HS,38
8101,6-10 Years,10Y,M,MERCER,HS,41
8102,3-5 Years,5Y,M,CAMDEN,BL,20
8103,1-2 Years,1Y 6M,M,PASSAIC,WH,50
8104,15-20 Years,18Y,M,ESSEX,BL,29
8105,3-5 Years,5Y,M,BURLINGTON,WH,37
8106,3-5 Years,3Y,M,ESSEX,HS,34
8107,21+ Years,28Y,M,PASSAIC,BL,38
8108,6-10 Years,10Y,M,UNION,BL,24
8109,21+ Years,40Y,M,MIDDLESEX,WH,65
8110,11-14 Years,14Y,M,GLOUCESTER,WH,26
8111,11-14 Years,13Y,M,CUMBERLAND,BL,49
8112,15-20 Years,20Y,M,ESSEX,BL,34
8113,3-5 Years,5Y,M,OCEAN,WH,26
8114,6-10 Years,7Y,M,CAMDEN,HS,24
8115,3-5 Years,3Y,M,CAMDEN,BL,33
8116,3-5 Years,3Y,M,MIDDLESEX,BL,34
8117,21+ Years,LIFE,M,CAMDEN,HW,62
8118,3-5 Years,5Y 10D,M,ESSEX,BL,26
8119,6-10 Years,10Y,M,ESSEX,BL,24
8120,3-5 Years,5Y,M,OCEAN,WH,25
8121,6-10 Years,7Y,M,OCEAN,BL,30
8122,6-10 Years,7Y,M,CAMDEN,BL,27
8123,3-5 Years,5Y,M,SALEM,WH,29
8124,15-20 Years,18Y,M,MONMOUTH,BL,28
8125,3-5 Years,4Y 8M 30D,M,ESSEX,BL,30
8126,3-5 Years,5Y,M,ATLANTIC,WH,22
8127,6-10 Years,7Y,M,HUDSON,BL,25
8128,11-14 Years,14Y,M,MIDDLESEX,WH,33
8129,6-10 Years,8Y,M,ESSEX,BL,49
8130,6-10 Years,8Y,F,MERCER,WH,36
8131,21+ Years,55Y,M,ATLANTIC,HS,42
8132,21+ Years,22Y,M,ATLANTIC,BL,24
8133,3-5 Years,5Y,M,PASSAIC,HS,26
8134,6-10 Years,6Y,M,CUMBERLAND,WH,30
8135,1-2 Years,1Y 6M,M,CUMBERLAND,BL,49
8136,3-5 Years,5Y,M,CAMDEN,BL,36
8137,21+ Years,45Y,M,OCEAN,BL,41
8138,6-10 Years,7Y,M,ESSEX,BL,35
8139,6-10 Years,7Y,M,MONMOUTH,BL,24
8140,15-20 Years,15Y,M,HUDSON,BL,50
8141,21+ Years,33Y 1M 15D,M,UNION,HS,48
8142,6-10 Years,10Y,M,CAMDEN,BL,38
8143,21+ Years,30Y,M,HUDSON,BL,49
8144,11-14 Years,13Y,M,UNION,HS,52
8145,3-5 Years,5Y,M,CAMDEN,WH,27
8146,3-5 Years,5Y,M,ATLANTIC,HS,20
8147,3-5 Years,5Y,M,OCEAN,WH,25
8148,15-20 Years,17Y,M,OCEAN,WH,37
8149,3-5 Years,3Y,M,ATLANTIC,WH,30
8150,6-10 Years,7Y,M,MIDDLESEX,WH,24
8151,6-10 Years,6Y,M,CAMDEN,HW,38
8152,6-10 Years,7Y,M,MONMOUTH,BL,28
8153,3-5 Years,3Y,F,ATLANTIC,WH,38
8154,11-14 Years,11Y,M,UNION,BL,28
8155,15-20 Years,17Y,M,ATLANTIC,BL,30
8156,3-5 Years,4Y 9M 6D,M,UNION,WH,24
8157,21+ Years,40Y,M,ESSEX,BL,30
8158,3-5 Years,4Y,M,PASSAIC,BL,50
8159,6-10 Years,7Y,M,CAPE MAY,HS,29
8160,21+ Years,LIFE,M,ESSEX,BL,48
8161,3-5 Years,3Y,M,ESSEX,BL,34
8162,6-10 Years,7Y,M,ESSEX,BL,32
8163,6-10 Years,6Y,F,MERCER,BL,28
8164,3-5 Years,3Y 6M,M,PASSAIC,BL,20
8165,15-20 Years,15Y,M,ESSEX,BL,29
8166,6-10 Years,6Y,M,MIDDLESEX,OA,35
8167,3-5 Years,5Y,M,MERCER,BL,23
8168,21+ Years,82Y,M,MONMOUTH,BL,32
8169,3-5 Years,4Y 3D,M,HUDSON,HS,37
8170,21+ Years,35Y,M,MONMOUTH,BL,48
8171,6-10 Years,10Y,M,MORRIS,WH,62
8172,3-5 Years,3Y,M,MIDDLESEX,HS,52
8173,3-5 Years,5Y,M,HUDSON,HS,33
8174,3-5 Years,5Y,M,CAMDEN,BL,25
8175,3-5 Years,4Y,M,ESSEX,BL,20
8176,1-2 Years,2Y 11M 25D,M,ESSEX,BL,25
8177,3-5 Years,3Y 6M,M,ESSEX,BL,48
8178,6-10 Years,7Y,F,PASSAIC,HS,25
8179,3-5 Years,5Y,M,CAMDEN,BL,22
8180,6-10 Years,6Y,M,ATLANTIC,WH,34
8181,3-5 Years,3Y 6M,M,PASSAIC,HS,25
8182,21+ Years,30Y,M,UNION,BL,49
8183,1-2 Years,1Y,M,PASSAIC,HS,60
8184,1-2 Years,1Y 2M,M,HUDSON,HS,51
8185,21+ Years,23Y,M,PASSAIC,HS,49
8186,15-20 Years,15Y,M,ESSEX,BL,24
8187,3-5 Years,5Y,M,SALEM,BL,24
8188,6-10 Years,10Y,M,SOMERSET,HS,48
8189,6-10 Years,7Y,M,OCEAN,WH,55
8190,6-10 Years,8Y,M,ESSEX,HS,69
8191,3-5 Years,4Y 8M 7D,M,MERCER,BL,49
8192,6-10 Years,8Y,M,PASSAIC,HS,40
8194,11-14 Years,13Y,M,SOMERSET,BL,33
8195,15-20 Years,15Y,M,UNION,WH,30
8196,3-5 Years,5Y,M,CAMDEN,BL,22
8197,6-10 Years,6Y,M,CAMDEN,BL,48
8198,6-10 Years,7Y,M,PASSAIC,WH,36
8199,6-10 Years,7Y,M,MONMOUTH,BL,57
8200,21+ Years,51Y 8M 22D,M,ESSEX,BL,35
8201,6-10 Years,10Y,M,ESSEX,BL,33
8202,21+ Years,28Y,M,BURLINGTON,WH,49
8203,6-10 Years,9Y,M,PASSAIC,HS,34
8204,21+ Years,29Y,M,CAMDEN,HS,33
8205,6-10 Years,10Y,M,ESSEX,BL,26
8207,21+ Years,24Y,M,PASSAIC,HS,34
8208,21+ Years,23Y,M,CAPE MAY,BL,35
8209,3-5 Years,4Y 1M 13D,M,CAMDEN,HS,57
8210,6-10 Years,9Y,M,ESSEX,BL,49
8211,1-2 Years,1Y 10M 15D,M,ESSEX,BL,49
8212,3-5 Years,5Y,M,UNION,BL,25
8213,11-14 Years,13Y,M,ESSEX,BL,26
8214,21+ Years,73Y,M,ESSEX,BL,49
8215,3-5 Years,3Y,M,UNION,BL,20
8216,3-5 Years,5Y,M,HUNTERDON,BL,21
8217,3-5 Years,5Y,M,CUMBERLAND,BL,21
8218,1-2 Years,2Y 10M 29D,F,HUDSON,BL,27
8219,15-20 Years,17Y,M,CAMDEN,OA,29
8220,3-5 Years,3Y,M,ESSEX,BL,32
8221,21+ Years,40Y,M,ESSEX,BL,36
8222,6-10 Years,10Y 1M 3D,M,BURLINGTON,BL,30
8223,1-2 Years,1Y 1M 29D,M,ESSEX,BL,49
8224,21+ Years,25Y,M,ESSEX,BL,49
8225,6-10 Years,8Y,M,BURLINGTON,BL,48
8226,6-10 Years,6Y,M,UNION,BL,24
8227,15-20 Years,15Y,M,CAMDEN,WH,23
8228,3-5 Years,5Y,M,CUMBERLAND,BL,34
8229,6-10 Years,10Y,M,HUDSON,BL,36
8230,1-2 Years,2Y 6M 6D,M,CAMDEN,BL,33
8231,1-2 Years,1Y,M,PASSAIC,HS,29
8232,6-10 Years,6Y,M,ATLANTIC,BL,25
8233,3-5 Years,3Y,M,MIDDLESEX,BL,35
8234,15-20 Years,15Y,M,MONMOUTH,BL,32
8235,21+ Years,LIFE,M,GLOUCESTER,WH,62
8236,15-20 Years,16Y,M,MERCER,BL,37
8237,15-20 Years,18Y,F,MERCER,BL,43
8238,21+ Years,LIFE,M,ATLANTIC,BL,49
8240,21+ Years,LIFE,M,OCEAN,BL,50
8241,15-20 Years,20Y,M,CUMBERLAND,BL,49
8242,6-10 Years,6Y,M,CAMDEN,HS,46
8243,3-5 Years,5Y,M,MONMOUTH,BL,36
8244,3-5 Years,5Y,M,MIDDLESEX,BL,27
8245,3-5 Years,5Y,M,CAMDEN,BL,27
8246,21+ Years,24Y,M,CUMBERLAND,BL,53
8247,6-10 Years,7Y,M,ESSEX,BL,27
8248,3-5 Years,4Y,M,CAMDEN,BL,25
8249,3-5 Years,3Y 11D,M,PASSAIC,BL,34
8250,15-20 Years,18Y,F,ESSEX,BL,32
8251,21+ Years,30Y,M,OCEAN,WH,48
8252,21+ Years,65Y,M,CUMBERLAND,HS,40
8253,15-20 Years,20Y,M,SALEM,WH,49
8254,6-10 Years,6Y,M,SALEM,BL,24
8255,6-10 Years,10Y,M,PASSAIC,BL,35
8256,6-10 Years,8Y,M,MIDDLESEX,WH,60
8257,3-5 Years,4Y,M,CAMDEN,BL,29
8258,6-10 Years,8Y,M,ESSEX,BL,28
8259,21+ Years,40Y,M,ESSEX,WH,39
8260,21+ Years,LIFE,M,CUMBERLAND,WH,59
8261,1-2 Years,2Y 10M 28D,M,ESSEX,BL,41
8262,3-5 Years,4Y,M,UNION,BL,31
8263,3-5 Years,5Y,M,BURLINGTON,BL,46
8264,21+ Years,30Y,M,PASSAIC,HW,51
8266,15-20 Years,18Y,M,OCEAN,BL,49
8267,6-10 Years,10Y,F,BURLINGTON,BL,30
8268,6-10 Years,6Y,M,OCEAN,BL,49
8269,6-10 Years,7Y,M,MIDDLESEX,BL,26
8270,3-5 Years,3Y,M,MONMOUTH,BL,22
8271,6-10 Years,8Y,M,ESSEX,BL,51
8272,3-5 Years,3Y 6M 2D,M,CAMDEN,BL,39
8273,3-5 Years,4Y,M,PASSAIC,WH,31
8274,3-5 Years,5Y,M,ATLANTIC,BL,27
8275,15-20 Years,18Y,M,PASSAIC,HS,72
8277,15-20 Years,20Y,M,CUMBERLAND,WH,58
8278,3-5 Years,3Y,M,CAPE MAY,WH,49
8279,6-10 Years,8Y 8M 2D,M,MONMOUTH,BL,26
8280,6-10 Years,8Y,M,ESSEX,BL,27
8281,6-10 Years,6Y,M,OCEAN,BL,22
8282,6-10 Years,10Y,M,MORRIS,BL,21
8283,21+ Years,60Y,M,ATLANTIC,BL,58
8284,21+ Years,LIFE,M,OCEAN,BL,68
8285,11-14 Years,12Y,M,PASSAIC,BL,48
8286,3-5 Years,5Y,M,MERCER,BL,22
8287,6-10 Years,10Y,M,ESSEX,HS,24
8288,11-14 Years,12Y,M,OCEAN,HS,35
8289,6-10 Years,9Y,M,CAMDEN,BL,49
8290,6-10 Years,10Y,M,MIDDLESEX,BL,48
8291,21+ Years,25Y,M,MIDDLESEX,WH,34
8292,11-14 Years,11Y,M,SUSSEX,WH,26
8293,6-10 Years,7Y,M,MIDDLESEX,BL,23
8294,3-5 Years,5Y,F,CAPE MAY,WH,19
8295,6-10 Years,9Y 6M,M,MONMOUTH,WH,31
8296,6-10 Years,10Y,M,PASSAIC,BL,25
8297,3-5 Years,3Y,M,BURLINGTON,BL,27
8298,3-5 Years,5Y,M,ESSEX,BL,25
8299,3-5 Years,3Y 6M,M,ESSEX,BL,34
8300,11-14 Years,13Y,M,CAMDEN,BL,34
8301,21+ Years,LIFE,M,BERGEN,WH,69
8302,21+ Years,28Y,M,BERGEN,HS,38
8303,15-20 Years,18Y,M,ATLANTIC,BL,32
8304,15-20 Years,20Y,M,ATLANTIC,BL,33
8305,6-10 Years,10Y,M,ATLANTIC,BL,33
8306,11-14 Years,13Y,M,HUDSON,HS,39
8307,21+ Years,70Y,M,MIDDLESEX,BL,48
8308,1-2 Years,2Y 11M 18D,M,BERGEN,WH,27
8309,3-5 Years,3Y 6M,M,PASSAIC,BL,49
8310,15-20 Years,15Y,M,SUSSEX,WH,37
8311,6-10 Years,10Y,M,SOMERSET,WH,49
8312,3-5 Years,5Y,M,BURLINGTON,BL,24
8313,21+ Years,30Y,M,MIDDLESEX,HS,45
8314,6-10 Years,10Y,M,HUDSON,WH,41
8315,3-5 Years,4Y,M,PASSAIC,HS,34
8316,6-10 Years,9Y,M,MORRIS,BL,32
8317,3-5 Years,4Y,M,MIDDLESEX,HS,24
8318,11-14 Years,14Y 7M 7D,M,CAMDEN,WH,48
8319,3-5 Years,5Y,M,CAMDEN,HS,23
8320,3-5 Years,5Y,M,MIDDLESEX,BL,22
8321,6-10 Years,10Y,M,ESSEX,HS,64
8322,6-10 Years,10Y,M,BERGEN,BL,36
8323,15-20 Years,17Y,M,BERGEN,BL,28
8324,21+ Years,25Y,M,ESSEX,BL,35
8325,11-14 Years,11Y 3M 20D,M,ESSEX,BL,24
8326,6-10 Years,7Y,M,PASSAIC,BL,27
8327,6-10 Years,7Y,M,CUMBERLAND,BL,24
8328,21+ Years,22Y,F,ESSEX,BL,28
